Text Range,Leaf,Page,Bar Hama 2,Gap,Notes,URL-suffix
Isa 42:16–43:19,121r,241,https://barhama.com/aleppocodex/?image=ALEPPO_CODEX_121r,,,121r
Isa 43:19–44:16,121v,242,https://barhama.com/aleppocodex/?image=ALEPPO_CODEX_121v,,,121v
Isa 44:16–45:11,122r,243,https://barhama.com/aleppocodex/?image=ALEPPO_CODEX_122r,,,122r
Isa 45:11–46:10,122v,244,https://barhama.com/aleppocodex/?image=ALEPPO_CODEX_122v,,,122v
Isa 46:10–48:6,123r,245,https://barhama.com/aleppocodex/?image=ALEPPO_CODEX_123r,,,123r
Isa 48:6–49:7,123v,246,https://barhama.com/aleppocodex/?image=ALEPPO_CODEX_123v,,,123v
Isa 49:8–50:4,124r,247,https://barhama.com/aleppocodex/?image=ALEPPO_CODEX_124r,,,124r
Isa 50:4–51:15,124v,248,https://barhama.com/aleppocodex/?image=ALEPPO_CODEX_124v,,,124v
Isa 51:15–53:2,125r,249,https://barhama.com/aleppocodex/?image=ALEPPO_CODEX_125r,,,125r
Isa 53:2–54:14,125v,250,https://barhama.com/aleppocodex/?image=ALEPPO_CODEX_125v,,,125v
Isa 54:14–56:6,126r,251,https://barhama.com/aleppocodex/?image=ALEPPO_CODEX_126r,,,126r
Isa 56:6–57:19,126v,252,https://barhama.com/aleppocodex/?image=ALEPPO_CODEX_126v,,,126v
Isa 57:19–59:7,127r,253,https://barhama.com/aleppocodex/?image=ALEPPO_CODEX_127r,,,127r
Isa 59:7–60:10,127v,254,https://barhama.com/aleppocodex/?image=ALEPPO_CODEX_127v,,,127v
Isa 60:10–61:9,128r,255,https://barhama.com/aleppocodex/?image=ALEPPO_CODEX_128r,,,128r
Isa 61:9–63:9,128v,256,https://barhama.com/aleppocodex/?image=ALEPPO_CODEX_128v,,,128v
Isa 63:9–65:4,129r,257,https://barhama.com/aleppocodex/?image=ALEPPO_CODEX_129r,,,129r
Isa 65:4–65:25,129v,258,https://barhama.com/aleppocodex/?image=ALEPPO_CODEX_129v,,,129v
Isa 65:25–66:20,130r,259,https://barhama.com/aleppocodex/?image=ALEPPO_CODEX_130r,,,130r
Isa 66:20–Jer 1:17,130v,260,https://barhama.com/aleppocodex/?image=ALEPPO_CODEX_130v,,,130v
Jer 1:17–2:20,131r,261,https://barhama.com/aleppocodex/?image=ALEPPO_CODEX_131r,,,131r
Jer 2:20–3:5,131v,262,https://barhama.com/aleppocodex/?image=ALEPPO_CODEX_131v,,,131v
Jer 3:5–3:24,132r,263,https://barhama.com/aleppocodex/?image=ALEPPO_CODEX_132r,,,132r
Jer 3:24–4:20,132v,264,https://barhama.com/aleppocodex/?image=ALEPPO_CODEX_132v,,,132v
Jer 4:20–5:12,133r,265,https://barhama.com/aleppocodex/?image=ALEPPO_CODEX_133r,,,133r
Jer 5:12–6:4,133v,266,https://barhama.com/aleppocodex/?image=ALEPPO_CODEX_133v,,,133v
Jer 6:4–6:24,134r,267,https://barhama.com/aleppocodex/?image=ALEPPO_CODEX_134r,,,134r
Jer 6:24–7:15,134v,268,https://barhama.com/aleppocodex/?image=ALEPPO_CODEX_134v,,,134v
Jer 7:16–7:34,135r,269,https://barhama.com/aleppocodex/?image=ALEPPO_CODEX_135r,,,135r
Jer 7:34–8:18,135v,270,https://barhama.com/aleppocodex/?image=ALEPPO_CODEX_135v,,,135v
Jer 8:18–9:16,136r,271,https://barhama.com/aleppocodex/?image=ALEPPO_CODEX_136r,,,136r
Jer 9:16–10:12,136v,272,https://barhama.com/aleppocodex/?image=ALEPPO_CODEX_136v,,,136v
Jer 10:12–11:8,137r,273,https://barhama.com/aleppocodex/?image=ALEPPO_CODEX_137r,,,137r
Jer 11:8–12:4,137v,274,https://barhama.com/aleppocodex/?image=ALEPPO_CODEX_137v,,,137v
Jer 12:4–13:9,138r,275,https://barhama.com/aleppocodex/?image=ALEPPO_CODEX_138r,,,138r
Jer 13:9–14:2,138v,276,https://barhama.com/aleppocodex/?image=ALEPPO_CODEX_138v,,,138v
Jer 14:2–14:20,139r,277,https://barhama.com/aleppocodex/?image=ALEPPO_CODEX_139r,,,139r
Jer 14:20–15:19,139v,278,https://barhama.com/aleppocodex/?image=ALEPPO_CODEX_139v,,,139v
Jer 15:19–16:16,140r,279,https://barhama.com/aleppocodex/?image=ALEPPO_CODEX_140r,,,140r
Jer 16:16–17:19,140v,280,https://barhama.com/aleppocodex/?image=ALEPPO_CODEX_140v,,,140v
Jer 17:19–18:11,141r,281,https://barhama.com/aleppocodex/?image=ALEPPO_CODEX_141r,,,141r
Jer 18:11–19:7,141v,282,https://barhama.com/aleppocodex/?image=ALEPPO_CODEX_141v,,,141v
Jer 19:7–20:9,142r,283,https://barhama.com/aleppocodex/?image=ALEPPO_CODEX_142r,,,142r
Jer 20:9–21:12,142v,284,https://barhama.com/aleppocodex/?image=ALEPPO_CODEX_142v,,,142v
Jer 21:12–22:19,143r,285,https://barhama.com/aleppocodex/?image=ALEPPO_CODEX_143r,,,143r
Jer 22:19–23:8,143v,286,https://barhama.com/aleppocodex/?image=ALEPPO_CODEX_143v,,,143v
Jer 23:9–23:30,144r,287,https://barhama.com/aleppocodex/?image=ALEPPO_CODEX_144r,,,144r
Jer 23:30–24:9,144v,288,https://barhama.com/aleppocodex/?image=ALEPPO_CODEX_144v,,Missing from 263,144v
Jer 24:9–25:17,145r,289,https://barhama.com/aleppocodex/?image=ALEPPO_CODEX_145r,,Missing from 263,145r
Jer 25:17–26:1,145v,290,https://barhama.com/aleppocodex/?image=ALEPPO_CODEX_145v,,Missing from 263,145v
Jer 26:1–26:19,146r,291,https://barhama.com/aleppocodex/?image=ALEPPO_CODEX_146r,,Missing from 263,146r
Jer 26:19–27:12,146v,292,https://barhama.com/aleppocodex/?image=ALEPPO_CODEX_146v,,Missing from 263,146v
Jer 27:12–28:7,147r,293,https://barhama.com/aleppocodex/?image=ALEPPO_CODEX_147r,,Missing from 263,147r
Jer 28:7–29:9,147v,294,https://barhama.com/aleppocodex/?image=ALEPPO_CODEX_147v,After,Missing from 263,147v
Jer 31:35–32:14,148r,295,https://barhama.com/aleppocodex/?image=ALEPPO_CODEX_148r,Before,Missing from 263,148r
Jer 32:19–32:35,148v,296,https://barhama.com/aleppocodex/?image=ALEPPO_CODEX_148v,,Missing from 263,148v
Jer 32:35–33:10,149r,297,https://barhama.com/aleppocodex/?image=ALEPPO_CODEX_149r,,Missing from 263,149r
Jer 33:10–34:4,149v,298,https://barhama.com/aleppocodex/?image=ALEPPO_CODEX_149v,,Missing from 263,149v
Jer 34:4–34:22,150r,299,https://barhama.com/aleppocodex/?image=ALEPPO_CODEX_150r,,Missing from 263,150r
Jer 34:22–35:18,150v,300,https://barhama.com/aleppocodex/?image=ALEPPO_CODEX_150v,,Missing from 263,150v
Jer 35:18–36:16,151r,301,https://barhama.com/aleppocodex/?image=ALEPPO_CODEX_151r,,Missing from 263,151r
Jer 36:16–37:2,151v,302,https://barhama.com/aleppocodex/?image=ALEPPO_CODEX_151v,,Missing from 263,151v
Jer 37:2–38:2,152r,303,https://barhama.com/aleppocodex/?image=ALEPPO_CODEX_152r,,Missing from 263,152r
Jer 38:2–38:18,152v,304,https://barhama.com/aleppocodex/?image=ALEPPO_CODEX_152v,,Missing from 263,152v
Jer 38:18–39:9,153r,305,https://barhama.com/aleppocodex/?image=ALEPPO_CODEX_153r,,Missing from 263,153r
Jer 39:9–40:7,153v,306,https://barhama.com/aleppocodex/?image=ALEPPO_CODEX_153v,,Missing from 263,153v
Jer 40:7–41:6,154r,307,https://barhama.com/aleppocodex/?image=ALEPPO_CODEX_154r,,Missing from 263,154r
Jer 41:7–42:4,154v,308,https://barhama.com/aleppocodex/?image=ALEPPO_CODEX_154v,,Missing from 263,154v
Jer 42:4–43:1,155r,309,https://barhama.com/aleppocodex/?image=ALEPPO_CODEX_155r,,Missing from 263,155r
Jer 43:1–44:5,155v,310,https://barhama.com/aleppocodex/?image=ALEPPO_CODEX_155v,,Missing from 263,155v
Jer 44:5–44:20,156r,311,https://barhama.com/aleppocodex/?image=ALEPPO_CODEX_156r,,Missing from 263,156r
Jer 44:20–45:5,156v,312,https://barhama.com/aleppocodex/?image=ALEPPO_CODEX_156v,,Missing from 263,156v
Jer 45:5–46:25,157r,313,https://barhama.com/aleppocodex/?image=ALEPPO_CODEX_157r,,Missing from 263,157r
Jer 46:25–48:11,157v,314,https://barhama.com/aleppocodex/?image=ALEPPO_CODEX_157v,,Missing from 263,157v
Jer 48:11–48:40,158r,315,https://barhama.com/aleppocodex/?image=ALEPPO_CODEX_158r,,Missing from 263,158r
Jer 48:40–49:18,158v,316,https://barhama.com/aleppocodex/?image=ALEPPO_CODEX_158v,,Missing from 263,158v
Jer 49:18–49:39,159r,317,https://barhama.com/aleppocodex/?image=ALEPPO_CODEX_159r,,Missing from 263,159r
Jer 49:39–50:21,159v,318,https://barhama.com/aleppocodex/?image=ALEPPO_CODEX_159v,,Missing from 263,159v
Jer 50:21–50:45,160r,319,https://barhama.com/aleppocodex/?image=ALEPPO_CODEX_160r,,Missing from 263,160r
Jer 50:45–51:25,160v,320,https://barhama.com/aleppocodex/?image=ALEPPO_CODEX_160v,,Missing from 263,160v
Jer 51:25–51:49,161r,321,https://barhama.com/aleppocodex/?image=ALEPPO_CODEX_161r,,Missing from 263,161r
Jer 51:49–52:6,161v,322,https://barhama.com/aleppocodex/?image=ALEPPO_CODEX_161v,,Missing from 263,161v
Jer 52:6–52:25,162r,323,https://barhama.com/aleppocodex/?image=ALEPPO_CODEX_162r,,Missing from 263,162r
Jer 52:25–Ezek 1:13,162v,324,https://barhama.com/aleppocodex/?image=ALEPPO_CODEX_162v,,Missing from 263,162v
Ezek 1:13–2:8,163r,325,https://barhama.com/aleppocodex/?image=ALEPPO_CODEX_163r,,"Missing from 263, Bar Hama 1",163r
Ezek 2:8–3:21,163v,326,https://barhama.com/aleppocodex/?image=ALEPPO_CODEX_163v,,Missing from 263,163v
Ezek 3:21–4:14,164r,327,https://barhama.com/aleppocodex/?image=ALEPPO_CODEX_164r,,Missing from 263,164r
Ezek 4:14–5:16,164v,328,https://barhama.com/aleppocodex/?image=ALEPPO_CODEX_164v,,Missing from 263,164v
Ezek 5:16–7:8,165r,329,https://barhama.com/aleppocodex/?image=ALEPPO_CODEX_165r,,Missing from 263,165r
Ezek 7:8–8:4,165v,330,https://barhama.com/aleppocodex/?image=ALEPPO_CODEX_165v,,Missing from 263,165v
Ezek 8:4–9:4,166r,331,https://barhama.com/aleppocodex/?image=ALEPPO_CODEX_166r,,Missing from 263,166r
Ezek 9:4–10:14,166v,332,https://barhama.com/aleppocodex/?image=ALEPPO_CODEX_166v,,Missing from 263,166v
Ezek 10:14–11:15,167r,333,https://barhama.com/aleppocodex/?image=ALEPPO_CODEX_167r,,Missing from 263,167r
Ezek 11:15–12:12,167v,334,https://barhama.com/aleppocodex/?image=ALEPPO_CODEX_167v,,Missing from 263,167v
Ezek 12:12–13:9,168r,335,https://barhama.com/aleppocodex/?image=ALEPPO_CODEX_168r,,Missing from 263,168r
Ezek 13:9–14:6,168v,336,https://barhama.com/aleppocodex/?image=ALEPPO_CODEX_168v,,Missing from 263,168v
Ezek 14:6–15:4,169r,337,https://barhama.com/aleppocodex/?image=ALEPPO_CODEX_169r,,Missing from 263,169r
Ezek 15:4–16:24,169v,338,https://barhama.com/aleppocodex/?image=ALEPPO_CODEX_169v,,Missing from 263,169v
Ezek 16:24–16:50,170r,339,https://barhama.com/aleppocodex/?image=ALEPPO_CODEX_170r,,Missing from 263,170r
Ezek 16:50–17:13,170v,340,https://barhama.com/aleppocodex/?image=ALEPPO_CODEX_170v,,Missing from 263,170v
Ezek 17:13–18:15,171r,341,https://barhama.com/aleppocodex/?image=ALEPPO_CODEX_171r,,Missing from 263,171r
Ezek 18:15–19:9,171v,342,https://barhama.com/aleppocodex/?image=ALEPPO_CODEX_171v,,Missing from 263,171v
Ezek 19:9–20:19,172r,343,https://barhama.com/aleppocodex/?image=ALEPPO_CODEX_172r,,Missing from 263,172r
Ezek 20:19–20:40,172v,344,https://barhama.com/aleppocodex/?image=ALEPPO_CODEX_172v,,Missing from 263,172v
Ezek 20:40–21:19,173r,345,https://barhama.com/aleppocodex/?image=ALEPPO_CODEX_173r,,Missing from 263,173r
Ezek 21:20–22:7,173v,346,https://barhama.com/aleppocodex/?image=ALEPPO_CODEX_173v,,Missing from 263,173v
Ezek 22:7–23:4,174r,347,https://barhama.com/aleppocodex/?image=ALEPPO_CODEX_174r,,Missing from 263,174r
Ezek 23:4–23:30,174v,348,https://barhama.com/aleppocodex/?image=ALEPPO_CODEX_174v,,Missing from 263,174v
Ezek 23:30–24:7,175r,349,https://barhama.com/aleppocodex/?image=ALEPPO_CODEX_175r,,Missing from 263,175r
Ezek 24:7–25:4,175v,350,https://barhama.com/aleppocodex/?image=ALEPPO_CODEX_175v,,Missing from 263,175v
Ezek 25:4–26:11,176r,351,https://barhama.com/aleppocodex/?image=ALEPPO_CODEX_176r,,Missing from 263,176r
Ezek 26:11–27:17,176v,352,https://barhama.com/aleppocodex/?image=ALEPPO_CODEX_176v,,Missing from 263,176v
Ezek 27:17–28:13,177r,353,https://barhama.com/aleppocodex/?image=ALEPPO_CODEX_177r,,Missing from 263,177r
Ezek 28:13–29:10,177v,354,https://barhama.com/aleppocodex/?image=ALEPPO_CODEX_177v,,Missing from 263,177v
Ezek 29:10–30:12,178r,355,https://barhama.com/aleppocodex/?image=ALEPPO_CODEX_178r,,Missing from 263,178r
Ezek 30:12–31:9,178v,356,https://barhama.com/aleppocodex/?image=ALEPPO_CODEX_178v,,Missing from 263,178v
Ezek 31:9–32:12,179r,357,https://barhama.com/aleppocodex/?image=ALEPPO_CODEX_179r,,Missing from 263,179r
Ezek 32:12–33:2,179v,358,https://barhama.com/aleppocodex/?image=ALEPPO_CODEX_179v,,Missing from 263,179v
Ezek 33:2–33:25,180r,359,https://barhama.com/aleppocodex/?image=ALEPPO_CODEX_180r,,Missing from 263,180r
Ezek 33:25–34:13,180v,360,https://barhama.com/aleppocodex/?image=ALEPPO_CODEX_180v,,Missing from 263,180v
Ezek 34:13–35:9,181r,361,https://barhama.com/aleppocodex/?image=ALEPPO_CODEX_181r,,Missing from 263,181r
Ezek 35:9–36:15,181v,362,https://barhama.com/aleppocodex/?image=ALEPPO_CODEX_181v,,Missing from 263,181v
Ezek 36:15–36:37,182r,363,https://barhama.com/aleppocodex/?image=ALEPPO_CODEX_182r,,Missing from 263,182r
Ezek 36:38–37:22,182v,364,https://barhama.com/aleppocodex/?image=ALEPPO_CODEX_182v,,Missing from 263,182v
Ezek 37:22–38:16,183r,365,https://barhama.com/aleppocodex/?image=ALEPPO_CODEX_183r,,Missing from 263,183r
Ezek 38:16–39:15,183v,366,https://barhama.com/aleppocodex/?image=ALEPPO_CODEX_183v,,Missing from 263,183v
Ezek 39:15–40:7,184r,367,https://barhama.com/aleppocodex/?image=ALEPPO_CODEX_184r,,Missing from 263; interchanged with p. 377 in 262,184r
Ezek 40:8–40:33,184v,368,https://barhama.com/aleppocodex/?image=ALEPPO_CODEX_184v,,Missing from 263; interchanged with p. 378 in 262,184v
Ezek 40:33–41:6,185r,369,https://barhama.com/aleppocodex/?image=ALEPPO_CODEX_185r,,Missing from 263,185r
Ezek 41:6–42:3,185v,370,https://barhama.com/aleppocodex/?image=ALEPPO_CODEX_185v,,Missing from 263,185v
Ezek 42:3–43:7,186r,371,https://barhama.com/aleppocodex/?image=ALEPPO_CODEX_186r,,Missing from 263,186r
Ezek 43:7–43:27,186v,372,https://barhama.com/aleppocodex/?image=ALEPPO_CODEX_186v,,Missing from 263,186v
Ezek 43:27–44:19,187r,373,https://barhama.com/aleppocodex/?image=ALEPPO_CODEX_187r,,Missing from 263,187r
Ezek 44:19–45:8,187v,374,https://barhama.com/aleppocodex/?image=ALEPPO_CODEX_187v,,Missing from 263,187v
Ezek 45:8–46:3,188r,375,https://barhama.com/aleppocodex/?image=ALEPPO_CODEX_188r,,"Missing from 263, Bar Hama 1",188r
Ezek 46:3–46:23,188v,376,https://barhama.com/aleppocodex/?image=ALEPPO_CODEX_188v,,"Missing from 263, Bar Hama 1",188v
Ezek 46:24–47:22,189r,377,https://barhama.com/aleppocodex/?image=ALEPPO_CODEX_189r,,"Missing from 263, Bar Hama 1; interchanged with p. 367 in 262",189r
Ezek 47:22–48:20,189v,378,https://barhama.com/aleppocodex/?image=ALEPPO_CODEX_189v,,"Missing from 263, Bar Hama 1; interchanged with p. 368 in 262",189v
Ezek 48:20–Hos 1:6,190r,379,https://barhama.com/aleppocodex/?image=ALEPPO_CODEX_190r,,Missing from 263,190r
Hos 1:6–2:20,190v,380,https://barhama.com/aleppocodex/?image=ALEPPO_CODEX_190v,,Missing from 263,190v
Hos 2:20–4:16,191r,381,https://barhama.com/aleppocodex/?image=ALEPPO_CODEX_191r,,Missing from 263,191r
Hos 4:16–7:2,191v,382,https://barhama.com/aleppocodex/?image=ALEPPO_CODEX_191v,,Missing from 263,191v
Hos 7:2–9:3,192r,383,https://barhama.com/aleppocodex/?image=ALEPPO_CODEX_192r,,Missing from 263,192r
Hos 9:3–10:11,192v,384,https://barhama.com/aleppocodex/?image=ALEPPO_CODEX_192v,,Missing from 263,192v
Hos 10:11–12:15,193r,385,https://barhama.com/aleppocodex/?image=ALEPPO_CODEX_193r,,Missing from 263,193r
Hos 12:15–Joel 1:4,193v,386,https://barhama.com/aleppocodex/?image=ALEPPO_CODEX_193v,,Missing from 263,193v
Joel 1:4–2:10,194r,387,https://barhama.com/aleppocodex/?image=ALEPPO_CODEX_194r,,Missing from 263,194r
Joel 2:10–4:1,194v,388,https://barhama.com/aleppocodex/?image=ALEPPO_CODEX_194v,,Missing from 263,194v
Joel 4:1–Amos 1:3,195r,389,https://barhama.com/aleppocodex/?image=ALEPPO_CODEX_195r,,Missing from 263,195r
Amos 1:4–2:10,195v,390,https://barhama.com/aleppocodex/?image=ALEPPO_CODEX_195v,,Missing from 263,195v
Amos 2:10–4:6,196r,391,https://barhama.com/aleppocodex/?image=ALEPPO_CODEX_196r,,Missing from 263,196r
Amos 4:6–5:19,196v,392,https://barhama.com/aleppocodex/?image=ALEPPO_CODEX_196v,,Missing from 263,196v
Amos 5:19–7:7,197r,393,https://barhama.com/aleppocodex/?image=ALEPPO_CODEX_197r,,"Missing from 263, Bar Hama 1",197r
Amos 7:8–8:12,197v,394,https://barhama.com/aleppocodex/?image=ALEPPO_CODEX_197v,After,"Missing from 263, Bar Hama 1",197v
Mic 5:1–6:14,198r,395,https://barhama.com/aleppocodex/?image=ALEPPO_CODEX_198r,Before,Missing from 263,198r
Mic 6:14–Nah 1:4,198v,396,https://barhama.com/aleppocodex/?image=ALEPPO_CODEX_198v,,Missing from 263,198v
Nah 1:4–3:4,199r,397,https://barhama.com/aleppocodex/?image=ALEPPO_CODEX_199r,,Missing from 263,199r
Nah 3:4–Hab 1:12,199v,398,https://barhama.com/aleppocodex/?image=ALEPPO_CODEX_199v,,Missing from 263,199v
Hab 1:12–3:1,200r,399,https://barhama.com/aleppocodex/?image=ALEPPO_CODEX_200r,,Missing from 263,200r
Hab 3:1–Zeph 1:8,200v,400,https://barhama.com/aleppocodex/?image=ALEPPO_CODEX_200v,,Missing from 263,200v
Zeph 1:8–2:13,201r,401,https://barhama.com/aleppocodex/?image=ALEPPO_CODEX_201r,,,201r
Zeph 2:13–3:20,201v,402,https://barhama.com/aleppocodex/?image=ALEPPO_CODEX_201v,After,,201v
Zech 9:17–11:13,202r,403,https://barhama.com/aleppocodex/?image=ALEPPO_CODEX_202r,Before,,202r
Zech 11:13–13:2,202v,404,https://barhama.com/aleppocodex/?image=ALEPPO_CODEX_202v,,,202v
Zech 13:2–14:13,203r,405,https://barhama.com/aleppocodex/?image=ALEPPO_CODEX_203r,,,203r
Zech 14:13–Mal 1:12,203v,406,https://barhama.com/aleppocodex/?image=ALEPPO_CODEX_203v,,,203v
Mal 1:12–3:2,204r,407,https://barhama.com/aleppocodex/?image=ALEPPO_CODEX_204r,,,204r
Mal 3:2–3:24,204v,408,https://barhama.com/aleppocodex/?image=ALEPPO_CODEX_204v,,,204v
Mal 3:24–3:24,205r,409,https://barhama.com/aleppocodex/?image=ALEPPO_CODEX_205r,,,205r
1 Chron 1:1–1:45,205v,410,https://barhama.com/aleppocodex/?image=ALEPPO_CODEX_205v,,,205v
1 Chron 1:45–2:26,206r,411,https://barhama.com/aleppocodex/?image=ALEPPO_CODEX_206r,,,206r
1 Chron 2:26–3:4,206v,412,https://barhama.com/aleppocodex/?image=ALEPPO_CODEX_206v,,,206v
1 Chron 3:5–4:16,207r,413,https://barhama.com/aleppocodex/?image=ALEPPO_CODEX_207r,,,207r
1 Chron 4:16–5:2,207v,414,https://barhama.com/aleppocodex/?image=ALEPPO_CODEX_207v,,,207v
1 Chron 5:3–5:29,208r,415,https://barhama.com/aleppocodex/?image=ALEPPO_CODEX_208r,,,208r
1 Chron 5:29–6:30,208v,416,https://barhama.com/aleppocodex/?image=ALEPPO_CODEX_208v,,,208v
1 Chron 6:30–6:58,209r,417,https://barhama.com/aleppocodex/?image=ALEPPO_CODEX_209r,,,209r
1 Chron 6:58–7:18,209v,418,https://barhama.com/aleppocodex/?image=ALEPPO_CODEX_209v,,,209v
1 Chron 7:18–8:16,210r,419,https://barhama.com/aleppocodex/?image=ALEPPO_CODEX_210r,,,210r
1 Chron 8:16–9:13,210v,420,https://barhama.com/aleppocodex/?image=ALEPPO_CODEX_210v,,,210v
1 Chron 9:13–10:1,211r,421,https://barhama.com/aleppocodex/?image=ALEPPO_CODEX_211r,,,211r
1 Chron 10:1–11:11,211v,422,https://barhama.com/aleppocodex/?image=ALEPPO_CODEX_211v,,,211v
1 Chron 11:11–11:40,212r,423,https://barhama.com/aleppocodex/?image=ALEPPO_CODEX_212r,,,212r
1 Chron 11:40–12:21,212v,424,https://barhama.com/aleppocodex/?image=ALEPPO_CODEX_212v,,,212v
1 Chron 12:21–13:4,213r,425,https://barhama.com/aleppocodex/?image=ALEPPO_CODEX_213r,,,213r
1 Chron 13:4–14:16,213v,426,https://barhama.com/aleppocodex/?image=ALEPPO_CODEX_213v,,,213v
1 Chron 14:16–15:26,214r,427,https://barhama.com/aleppocodex/?image=ALEPPO_CODEX_214r,,,214r
1 Chron 15:26–16:28,214v,428,https://barhama.com/aleppocodex/?image=ALEPPO_CODEX_214v,,,214v
1 Chron 16:29–17:11,215r,429,https://barhama.com/aleppocodex/?image=ALEPPO_CODEX_215r,,,215r
1 Chron 17:11–18:9,215v,430,https://barhama.com/aleppocodex/?image=ALEPPO_CODEX_215v,,,215v
1 Chron 18:9–19:15,216r,431,https://barhama.com/aleppocodex/?image=ALEPPO_CODEX_216r,,,216r
1 Chron 19:15–21:8,216v,432,https://barhama.com/aleppocodex/?image=ALEPPO_CODEX_216v,,,216v
1 Chron 21:8–21:29,217r,433,https://barhama.com/aleppocodex/?image=ALEPPO_CODEX_217r,,,217r
1 Chron 21:30–23:1,217v,434,https://barhama.com/aleppocodex/?image=ALEPPO_CODEX_217v,,,217v
1 Chron 23:1–23:32,218r,435,https://barhama.com/aleppocodex/?image=ALEPPO_CODEX_218r,,,218r
1 Chron 23:32–24:31,218v,436,https://barhama.com/aleppocodex/?image=ALEPPO_CODEX_218v,,,218v
1 Chron 24:31–25:28,219r,437,https://barhama.com/aleppocodex/?image=ALEPPO_CODEX_219r,,,219r
1 Chron 25:28–26:27,219v,438,https://barhama.com/aleppocodex/?image=ALEPPO_CODEX_219v,,,219v
1 Chron 26:27–27:14,220r,439,https://barhama.com/aleppocodex/?image=ALEPPO_CODEX_220r,,,220r
1 Chron 27:14–28:3,220v,440,https://barhama.com/aleppocodex/?image=ALEPPO_CODEX_220v,,,220v
1 Chron 28:3–28:21,221r,441,https://barhama.com/aleppocodex/?image=ALEPPO_CODEX_221r,,,221r
1 Chron 28:21–29:20,221v,442,https://barhama.com/aleppocodex/?image=ALEPPO_CODEX_221v,,,221v
1 Chron 29:20–2 Chron 1:11,222r,443,https://barhama.com/aleppocodex/?image=ALEPPO_CODEX_222r,,,222r
2 Chron 1:11–2:11,222v,444,https://barhama.com/aleppocodex/?image=ALEPPO_CODEX_222v,,,222v
2 Chron 2:11–3:13,223r,445,https://barhama.com/aleppocodex/?image=ALEPPO_CODEX_223r,,,223r
2 Chron 3:13–4:16,223v,446,https://barhama.com/aleppocodex/?image=ALEPPO_CODEX_223v,,,223v
2 Chron 4:16–5:13,224r,447,https://barhama.com/aleppocodex/?image=ALEPPO_CODEX_224r,,,224r
2 Chron 5:14–6:20,224v,448,https://barhama.com/aleppocodex/?image=ALEPPO_CODEX_224v,,,224v
2 Chron 6:20–6:35,225r,449,https://barhama.com/aleppocodex/?image=ALEPPO_CODEX_225r,,,225r
2 Chron 6:35–7:11,225v,450,https://barhama.com/aleppocodex/?image=ALEPPO_CODEX_225v,,,225v
2 Chron 7:11–8:9,226r,451,https://barhama.com/aleppocodex/?image=ALEPPO_CODEX_226r,,,226r
2 Chron 8:10–9:9,226v,452,https://barhama.com/aleppocodex/?image=ALEPPO_CODEX_226v,,,226v
2 Chron 9:9–9:29,227r,453,https://barhama.com/aleppocodex/?image=ALEPPO_CODEX_227r,,,227r
2 Chron 9:29–10:18,227v,454,https://barhama.com/aleppocodex/?image=ALEPPO_CODEX_227v,,,227v
2 Chron 10:18–12:2,228r,455,https://barhama.com/aleppocodex/?image=ALEPPO_CODEX_228r,,,228r
2 Chron 12:2–13:6,228v,456,https://barhama.com/aleppocodex/?image=ALEPPO_CODEX_228v,,,228v
2 Chron 13:6–14:4,229r,457,https://barhama.com/aleppocodex/?image=ALEPPO_CODEX_229r,,,229r
2 Chron 14:4–15:11,229v,458,https://barhama.com/aleppocodex/?image=ALEPPO_CODEX_229v,,,229v
2 Chron 15:11–16:12,230r,459,https://barhama.com/aleppocodex/?image=ALEPPO_CODEX_230r,,,230r
2 Chron 16:12–18:2,230v,460,https://barhama.com/aleppocodex/?image=ALEPPO_CODEX_230v,,,230v
2 Chron 18:2–18:22,231r,461,https://barhama.com/aleppocodex/?image=ALEPPO_CODEX_231r,,,231r
2 Chron 18:22–19:10,231v,462,https://barhama.com/aleppocodex/?image=ALEPPO_CODEX_231v,,,231v
2 Chron 19:10–20:19,232r,463,https://barhama.com/aleppocodex/?image=ALEPPO_CODEX_232r,,,232r
2 Chron 20:19–21:3,232v,464,https://barhama.com/aleppocodex/?image=ALEPPO_CODEX_232v,,,232v
2 Chron 21:3–22:3,233r,465,https://barhama.com/aleppocodex/?image=ALEPPO_CODEX_233r,,,233r
2 Chron 22:3–23:8,233v,466,https://barhama.com/aleppocodex/?image=ALEPPO_CODEX_233v,,,233v
2 Chron 23:8–24:6,234r,467,https://barhama.com/aleppocodex/?image=ALEPPO_CODEX_234r,,,234r
2 Chron 24:6–24:25,234v,468,https://barhama.com/aleppocodex/?image=ALEPPO_CODEX_234v,,,234v
2 Chron 24:25–25:16,235r,469,https://barhama.com/aleppocodex/?image=ALEPPO_CODEX_235r,,,235r
2 Chron 25:16–26:7,235v,470,https://barhama.com/aleppocodex/?image=ALEPPO_CODEX_235v,,,235v
2 Chron 26:8–27:5,236r,471,https://barhama.com/aleppocodex/?image=ALEPPO_CODEX_236r,,,236r
2 Chron 27:5–28:15,236v,472,https://barhama.com/aleppocodex/?image=ALEPPO_CODEX_236v,,,236v
2 Chron 28:15–29:10,237r,473,https://barhama.com/aleppocodex/?image=ALEPPO_CODEX_237r,,,237r
2 Chron 29:10–29:28,237v,474,https://barhama.com/aleppocodex/?image=ALEPPO_CODEX_237v,,,237v
